tucaseid,tuactivity_n,eueatsum,euedur,euedur24
20140101140614,9,-1,-1,-1
20140101140614,10,-1,-1,-1
20140101140614,11,-1,-1,-1
20140101140614,12,1,5,5
20140101140614,13,-1,-1,-1
20140101140614,14,-1,-1,-1
20140101140614,15,-1,-1,-1
20140101140614,16,-1,-1,-1
20140101140614,17,-1,-1,-1
20140101140614,18,-1,-1,-1
20140101140614,19,-1,-1,-1
20140101140614,20,-1,-1,-1
20140101140614,21,-1,-1,-1
20140101140614,22,-1,-1,-1
20140101140614,23,-1,-1,-1
20140101140614,24,-1,-1,-1
20140101140614,25,-1,-1,-1
20140101140639,1,-1,-1,-1
20140101140639,2,-1,-1,-1
20140101140639,3,-1,-1,-1
20140101140639,4,-1,-1,-1
20140101140639,5,-1,-1,-1
20140101140639,6,-1,-1,-1
20140101140639,7,-1,-1,-1
20140101140639,8,-1,-1,-1
20140101140639,9,-1,-1,-1
20140101140639,10,-1,-1,-1
20140101140639,11,-1,-1,-1
20140101140639,12,-1,-1,-1
20140101140639,13,-1,-1,-1
20140101140639,14,-1,-1,-1
20140101140639,15,-1,-1,-1
20140101140639,16,1,10,10
20140101140639,17,-1,-1,-1
20140101140639,18,-1,-1,-1
20140101140639,19,-1,-1,-1
20140101140639,20,-1,-1,-1
20140101140639,21,-1,-1,-1
20140101140639,22,-1,-1,-1
20140101140685,1,-1,-1,-1
20140101140685,2,-1,-1,-1
20140101140685,3,-1,-1,-1
20140101140685,4,-1,-1,-1
20140101140685,5,-1,-1,-1
20140101140685,6,-1,-1,-1
20140101140685,7,-1,-1,-1
20140101140685,8,-1,-1,-1
20140101140685,9,1,10,10
20140101140685,10,-1,-1,-1
20140101140685,11,-1,-1,-1
20140101140685,12,-1,-1,-1
20140101140685,13,-1,-1,-1
20140101140685,14,1,10,10
20140101140685,15,-1,-1,-1
20140101140702,1,-1,-1,-1
20140101140702,2,-1,-1,-1
20140101140702,3,-1,-1,-1
20140101140702,4,-1,-1,-1
20140101140702,5,-1,-1,-1
20140101140702,6,-1,-1,-1
20140101140702,7,-1,-1,-1
20140101140702,8,-1,-1,-1
20140101140702,9,-1,-1,-1
20140101140702,10,-1,-1,-1
20140101140702,11,-1,-1,-1
20140101140702,12,-1,-1,-1
20140101140702,13,-1,-1,-1
20140101140702,14,-1,-1,-1
20140101140702,15,1,5,5
20140101140702,16,-1,-1,-1
20140101140725,1,-1,-1,-1
20140101140725,2,-1,-1,-1
20140101140725,3,-1,-1,-1
20140101140725,4,-1,-1,-1
20140101140725,5,-1,-1,-1
20140101140725,6,-1,-1,-1
20140101140725,7,-1,-1,-1
20140101140725,8,-1,-1,-1
20140101140725,9,-1,-1,-1
20140101140725,10,-1,-1,-1
20140101140725,11,-1,-1,-1
20140101140725,12,-1,-1,-1
20140101140725,13,-1,-1,-1
20140101140725,14,-1,-1,-1
20140101140725,15,1,10,10
20140101140725,16,-1,-1,-1
20140101140725,17,-1,-1,-1
20140101140725,18,-1,-1,-1
20140101140725,19,-1,-1,-1
20140101140725,20,-1,-1,-1
20140101140725,21,-1,-1,-1
20140101140725,22,-1,-1,-1
20140101140725,23,-1,-1,-1
20140101140725,24,-1,-1,-1
20140101140725,25,-1,-1,-1
20140101140725,26,-1,-1,-1
20140101140725,27,-1,-1,-1
20140101140725,28,-1,-1,-1
20140101140725,29,-1,-1,-1
20140101140725,30,-1,-1,-1
20140101140725,31,-1,-1,-1
20140101140725,32,-1,-1,-1
20140101140725,33,-1,-1,-1
20140101140725,34,-1,-1,-1
20140101140725,35,-1,-1,-1
20140101140725,36,-1,-1,-1
20140101140725,37,-1,-1,-1
20140101140725,38,-1,-1,-1
20140101140725,39,-1,-1,-1
20140101140759,1,-1,-1,-1
20140101140759,2,-1,-1,-1
20140101140759,3,-1,-1,-1
20140101140759,4,-1,-1,-1
20140101140759,5,-1,-1,-1
20140101140759,6,-1,-1,-1
20140101140759,7,-1,-1,-1
20140101140759,8,1,5,5
20140101140759,9,-1,-1,-1
20140101140759,10,-1,-1,-1
20140101140759,11,-1,-1,-1
20140101140792,1,-1,-1,-1
20140101140792,2,-1,-1,-1
20140101140792,3,-1,-1,-1
20140101140792,4,-1,-1,-1
20140101140792,5,-1,-1,-1
20140101140792,6,-1,-1,-1
20140101140792,7,-1,-1,-1
20140101140792,8,-1,-1,-1
20140101140792,9,-1,-1,-1
20140101140792,10,-1,-1,-1
20140101140792,11,-1,-1,-1
20140101140792,12,-1,-1,-1
20140101140792,13,-1,-1,-1
20140101140792,14,-1,-1,-1
20140101140792,15,-1,-1,-1
20140101140792,16,-1,-1,-1
20140101140792,17,-1,-1,-1
20140101140792,18,-1,-1,-1
20140101140792,19,-1,-1,-1
20140101140792,20,1,300,300
20140101140792,21,-1,-1,-1
20140101140792,22,-1,-1,-1
20140101140792,23,-1,-1,-1
20140101140792,24,-1,-1,-1
20140101140792,25,-1,-1,-1
20140101140792,26,-1,-1,-1
20140101140836,1,-1,-1,-1
20140101140836,2,-1,-1,-1
20140101140836,3,-1,-1,-1
20140101140836,4,-1,-1,-1
20140101140836,5,-1,-1,-1
20140101140836,6,-1,-1,-1
20140101140836,7,1,2,2
20140101140836,8,-1,-1,-1
20140101140836,9,-1,-1,-1
20140101140836,10,-1,-1,-1
20140101140836,11,-1,-1,-1
20140101140836,12,-1,-1,-1
20140101140836,13,-1,-1,-1
20140101140836,14,-1,-1,-1
20140101140836,15,-1,-1,-1
20140101140836,16,-1,-1,-1
20140101140836,17,-1,-1,-1
20140101140836,18,-1,-1,-1
20140101140836,19,-1,-1,-1
20140101140836,20,-1,-1,-1
20140101140836,21,-1,-1,-1
20140101140852,1,-1,-1,-1
20140101140852,2,-1,-1,-1
20140101140852,3,-1,-1,-1
20140101140852,4,-1,-1,-1
20140101140852,5,-1,-1,-1
20140101140852,6,-1,-1,-1
20140101140852,7,-1,-1,-1
20140101140852,8,-1,-1,-1
20140101140852,9,-1,-1,-1
20140101140852,10,-1,-1,-1
20140101140852,11,-1,-1,-1
20140101140852,12,-1,-1,-1
20140101140852,13,-1,-1,-1
20140101140852,14,-1,-1,-1
20140101140852,15,-1,-1,-1
20140101140852,16,-1,-1,-1
20140101140852,17,-1,-1,-1
20140101140852,18,1,5,5
20140101140852,19,-1,-1,-1
20140101140852,20,-1,-1,-1
20140101140852,21,-1,-1,-1
20140101140852,22,-1,-1,-1
20140101140852,23,-1,-1,-1
20140101140852,24,-1,-1,-1
20140101140852,25,-1,-1,-1
20140101140854,1,-1,-1,-1
20140101140854,2,-1,-1,-1
20140101140854,3,-1,-1,-1
20140101140854,4,-1,-1,-1
20140101140854,5,1,1,1
20140101140854,6,-1,-1,-1
20140101140872,1,-1,-1,-1
20140101140872,2,1,10,10
20140101140872,3,-1,-1,-1
20140101140872,4,-1,-1,-1
20140101140872,5,-1,-1,-1
20140101140872,6,-1,-1,-1
20140101140872,7,-1,-1,-1
20140101140872,8,-1,-1,-1
20140101140872,9,-1,-1,-1
20140101140872,10,-1,-1,-1
20140101140872,11,-1,-1,-1
20140101140872,12,-1,-1,-1
20140101140872,13,-1,-1,-1
20140101140872,14,-1,-1,-1
20140101140872,15,-1,-1,-1
20140101140875,1,-1,-1,-1
20140101140875,2,-1,-1,-1
20140101140875,3,-1,-1,-1
20140101140875,4,-1,-1,-1
20140101140875,5,-1,-1,-1
20140101140875,6,-1,-1,-1
20140101140875,7,-1,-1,-1
20140101140875,8,-1,-1,-1
20140101140875,9,-1,-1,-1
20140101140875,10,-1,-1,-1
20140101140875,11,-1,-1,-1
20140101140875,12,-1,-1,-1
20140101140875,13,-1,-1,-1
20140101140875,14,-1,-1,-1
20140101140875,15,-1,-1,-1
20140101140875,16,-1,-1,-1
20140101140875,17,-1,-1,-1
20140101140875,18,-1,-1,-1
20140101140875,19,-1,-1,-1
20140101140875,20,-1,-1,-1
20140101140875,21,-1,-1,-1
20140101140875,22,-1,-1,-1
20140101140875,23,1,15,15
20140101140875,24,-1,-1,-1
20140101140875,25,-1,-1,-1
20140101140875,26,-1,-1,-1
20140101140875,27,-1,-1,-1
20140101140875,28,-1,-1,-1
20140101140875,29,-1,-1,-1
20140101140875,30,-1,-1,-1
20140101140911,1,-1,-1,-1
20140101140911,2,-1,-1,-1
20140101140911,3,-1,-1,-1
20140101140911,4,-1,-1,-1
20140101140911,5,-1,-1,-1
20140101140911,6,-1,-1,-1
20140101140911,7,-1,-1,-1
20140101140911,8,-1,-1,-1
20140101140911,9,-1,-1,-1
20140101140911,10,1,10,10
20140101140911,11,-1,-1,-1
20140101140911,12,-1,-1,-1
20140101140940,1,-1,-1,-1
20140101140940,2,-1,-1,-1
20140101140940,3,-1,-1,-1
20140101140940,4,-1,-1,-1
20140101140940,5,-1,-1,-1
20140101140940,6,-1,-1,-1
20140101140940,7,-1,-1,-1
20140101140940,8,-1,-1,-1
20140101140940,9,1,10,10
20140101140940,10,-1,-1,-1
20140101140940,11,-1,-1,-1
20140101140940,12,-1,-1,-1
20140101140958,1,-1,-1,-1
20140101140958,2,-1,-1,-1
20140101140958,3,-1,-1,-1
20140101140958,4,-1,-1,-1
20140101140958,5,-1,-1,-1
20140101140958,6,-1,-1,-1
20140101140958,7,-1,-1,-1
20140101140958,8,-1,-1,-1
20140101140958,9,-1,-1,-1
20140101140958,10,-1,-1,-1
20140101140958,11,-1,-1,-1
20140101140958,12,1,5,5
20140101140958,13,-1,-1,-1
20140101140958,14,-1,-1,-1
20140101140958,15,-1,-1,-1
20140101140958,16,-1,-1,-1
20140101140958,17,-1,-1,-1
20140101140958,18,1,5,5
20140101140958,19,-1,-1,-1
20140101140958,20,-1,-1,-1
20140101140958,21,-1,-1,-1
20140101140958,22,-1,-1,-1
20140101140958,23,-1,-1,-1
20140101140958,24,-1,-1,-1
20140101140958,25,-1,-1,-1
20140101140958,26,-1,-1,-1
20140101140958,27,-1,-1,-1
20140101140958,28,-1,-1,-1
20140101140958,29,-1,-1,-1
20140101140958,30,-1,-1,-1
20140101140958,31,-1,-1,-1
20140101140958,32,-1,-1,-1
20140101140967,1,-1,-1,-1
20140101140967,2,-1,-1,-1
20140101140967,3,-1,-1,-1
20140101140967,4,-1,-1,-1
20140101140967,5,-1,-1,-1
20140101140967,6,-1,-1,-1
20140101140967,7,-1,-1,-1
20140101140967,8,-1,-1,-1
20140101140967,9,-1,-1,-1
20140101140967,10,-1,-1,-1
20140101140967,11,-1,-1,-1
20140101140967,12,-1,-1,-1
20140101140967,13,-1,-1,-1
20140101140967,14,-1,-1,-1
20140101140967,15,-1,-1,-1
20140101140967,16,-1,-1,-1
20140101140967,17,-1,-1,-1
20140101140967,18,-1,-1,-1
20140101140967,19,-1,-1,-1
20140101140967,20,-1,-1,-1
20140101140967,21,1,5,5
20140101140967,22,-1,-1,-1
20140101140967,23,-1,-1,-1
20140101140990,1,-1,-1,-1
20140101140990,2,-1,-1,-1
20140101140990,3,-1,-1,-1
20140101140990,4,-1,-1,-1
20140101140990,5,-1,-1,-1
20140101140990,6,-1,-1,-1
20140101140990,7,-1,-1,-1
20140101140990,8,-1,-1,-1
20140101140990,9,-1,-1,-1
20140101140990,10,-1,-1,-1
20140101140990,11,1,3,3
20140101140990,12,-1,-1,-1
20140101140990,13,-1,-1,-1
20140101140990,14,-1,-1,-1
20140101140990,15,-1,-1,-1
20140101140990,16,-1,-1,-1
20140101140990,17,-1,-1,-1
20140101140990,18,-1,-1,-1
20140101140990,19,-1,-1,-1
20140101141014,1,-1,-1,-1
20140101141014,2,-1,-1,-1
20140101141014,3,-1,-1,-1
20140101141014,4,-1,-1,-1
20140101141014,5,1,30,30
20140101141014,6,-1,-1,-1
20140101141014,7,-1,-1,-1
20140101141014,8,-1,-1,-1
20140101141014,9,-1,-1,-1
20140101141014,10,-1,-1,-1
20140101141014,11,-1,-1,-1
20140101141014,12,-1,-1,-1
20140101141014,13,-1,-1,-1
20140101141014,14,-1,-1,-1
20140101141014,15,-1,-1,-1
20140101141014,16,-1,-1,-1
20140101141014,17,-1,-1,-1
20140101141014,18,-1,-1,-1
20140101141014,19,-1,-1,-1
20140101141014,20,-1,-1,-1
20140101141014,21,-1,-1,-1
20140101141179,1,-1,-1,-1
20140101141179,2,-1,-1,-1
20140101141179,3,1,4,4
20140101141179,4,-1,-1,-1
20140101141179,5,-1,-1,-1
20140101141179,6,-1,-1,-1
20140101141179,7,-1,-1,-1
20140101141179,8,-1,-1,-1
20140101141179,9,-1,-1,-1
20140101141179,10,-1,-1,-1
20140101141214,1,-1,-1,-1
20140101141214,2,-1,-1,-1
20140101141214,3,-1,-1,-1
20140101141214,4,-1,-1,-1
20140101141214,5,-1,-1,-1
20140101141214,6,-1,-1,-1
20140101141214,7,-1,-1,-1
20140101141214,8,-1,-1,-1
20140101141214,9,-1,-1,-1
20140101141214,10,-1,-1,-1
20140101141214,11,-1,-1,-1
20140101141214,12,-1,-1,-1
20140101141214,13,1,5,5
20140101141214,14,-1,-1,-1
20140101141214,15,-1,-1,-1
20140101141214,16,-1,-1,-1
20140101141214,17,-1,-1,-1
20140101141214,18,-1,-1,-1
20140101141214,19,-1,-1,-1
20140101141214,20,-1,-1,-1
20140101141321,1,-1,-1,-1
20140101141321,2,1,5,5
20140101141321,3,-1,-1,-1
20140101141321,4,-1,-1,-1
20140101141321,5,-1,-1,-1
20140101141321,6,-1,-1,-1
20140101141321,7,-1,-1,-1
20140101141321,8,-1,-1,-1
20140101141321,9,-1,-1,-1
20140101141321,10,-1,-1,-1
20140101141321,11,-1,-1,-1
20140101141321,12,-1,-1,-1
20140101141321,13,-1,-1,-1
20140101141321,14,-1,-1,-1
20140101141321,15,-1,-1,-1
20140101141321,16,-1,-1,-1
20140101141321,17,-1,-1,-1
20140101141321,18,1,10,10
20140101141321,19,-1,-1,-1
20140101141365,1,-1,-1,-1
20140101141365,2,-1,-1,-1
20140101141365,3,-1,-1,-1
20140101141365,4,-1,-1,-1
20140101141365,5,-1,-1,-1
20140101141365,6,-1,-1,-1
20140101141365,7,-1,-1,-1
20140101141365,8,1,5,5
20140101141365,9,-1,-1,-1
20140101141365,10,-1,-1,-1
20140101141365,11,-1,-1,-1
20140101141365,12,-1,-1,-1
20140101141365,13,-1,-1,-1
20140101141365,14,-1,-1,-1
20140101141365,15,-1,-1,-1
20140101141365,16,-1,-1,-1
20140101141379,1,-1,-1,-1
20140101141379,2,-1,-1,-1
20140101141379,3,-1,-1,-1
20140101141379,4,-1,-1,-1
20140101141379,5,-1,-1,-1
20140101141379,6,-1,-1,-1
20140101141379,7,-1,-1,-1
20140101141379,8,-1,-1,-1
20140101141379,9,-1,-1,-1
20140101141379,10,-1,-1,-1
20140101141379,11,-1,-1,-1
20140101141379,12,-1,-1,-1
20140101141379,13,-1,-1,-1
20140101141379,14,-1,-1,-1
20140101141379,15,1,10,10
20140101141379,16,-1,-1,-1
20140101141379,17,-1,-1,-1
20140101141379,18,-1,-1,-1
20140101141379,19,-1,-1,-1
20140101141379,20,-1,-1,-1
20140101141379,21,-1,-1,-1
20140101141381,1,-1,-1,-1
20140101141381,2,-1,-1,-1
20140101141381,3,-1,-1,-1
20140101141381,4,-1,-1,-1
20140101141381,5,-1,-1,-1
20140101141381,6,-1,-1,-1
20140101141381,7,-1,-1,-1
20140101141381,8,-1,-1,-1
20140101141381,9,-1,-1,-1
20140101141381,10,-1,-1,-1
20140101141381,11,-1,-1,-1
20140101141381,12,-1,-1,-1
20140101141381,13,1,5,5
20140101141381,14,-1,-1,-1
20140101141418,1,-1,-1,-1
20140101141418,2,-1,-1,-1
20140101141418,3,-1,-1,-1
20140101141418,4,-1,-1,-1
20140101141418,5,-1,-1,-1
20140101141418,6,-1,-1,-1
20140101141418,7,-1,-1,-1
20140101141418,8,-1,-1,-1
20140101141418,9,-1,-1,-1
20140101141418,10,-1,-1,-1
20140101141418,11,-1,-1,-1
20140101141418,12,-1,-1,-1
20140101141418,13,-1,-1,-1
20140101141418,14,-1,-1,-1
20140101141418,15,-1,-1,-1
20140101141418,16,-1,-1,-1
20140101141418,17,-1,-1,-1
20140101141418,18,-1,-1,-1
20140101141418,19,-1,-1,-1
20140101141418,20,-1,-1,-1
20140101141418,21,-1,-1,-1
20140101141418,22,-1,-1,-1
20140101141418,23,1,15,15
20140101141418,24,-1,-1,-1
20140101141418,25,-1,-1,-1
20140101141418,26,-1,-1,-1
20140101141418,27,-1,-1,-1
20140101141418,28,-1,-1,-1
20140101141418,29,-1,-1,-1
20140101141418,30,-1,-1,-1
20140101141418,31,-1,-1,-1
20140101141418,32,-1,-1,-1
20140101141430,1,-1,-1,-1
20140101141430,2,-1,-1,-1
20140101141430,3,-1,-1,-1
20140101141430,4,-1,-1,-1
20140101141430,5,-1,-1,-1
20140101141430,6,-1,-1,-1
20140101141430,7,-1,-1,-1
20140101141430,8,-1,-1,-1
20140101141430,9,1,30,30
20140101141430,10,-1,-1,-1
20140101141449,1,-1,-1,-1
20140101141449,2,-1,-1,-1
20140101141449,3,1,2,2
20140101141449,4,-1,-1,-1
20140101141449,5,-1,-1,-1
20140101141449,6,-1,-1,-1
20140101141449,7,-1,-1,-1
20140101141449,8,-1,-1,-1
20140101141449,9,-1,-1,-1
20140101141449,10,-1,-1,-1
20140101141449,11,-1,-1,-1
20140101141449,12,-1,-1,-1
20140101141449,13,1,20,20
20140101141449,14,-1,-1,-1
20140101141449,15,-1,-1,-1
20140101141488,1,-1,-1,-1
20140101141488,2,-1,-1,-1
20140101141488,3,-1,-1,-1
20140101141488,4,-1,-1,-1
20140101141488,5,-1,-1,-1
20140101141488,6,-1,-1,-1
20140101141488,7,1,10,10
20140101141488,8,-1,-1,-1
20140101141488,9,1,10,10
20140101141488,10,-1,-1,-1
20140101141488,11,-1,-1,-1
20140101141502,1,-1,-1,-1
20140101141502,2,-1,-1,-1
20140101141502,3,-1,-1,-1
20140101141502,4,-1,-1,-1
20140101141502,5,-1,-1,-1
20140101141502,6,-1,-1,-1
20140101141502,7,-1,-1,-1
20140101141502,8,-1,-1,-1
20140101141502,9,-1,-1,-1
20140101141502,10,-1,-1,-1
20140101141502,11,1,120,120
20140101141502,12,-1,-1,-1
20140101141502,13,-1,-1,-1
20140101141502,14,-1,-1,-1
20140101141502,15,-1,-1,-1
20140101141502,16,-1,-1,-1
20140101141502,17,-1,-1,-1
20140101141515,1,-1,-1,-1
20140101141515,2,-1,-1,-1
20140101141515,3,-1,-1,-1
20140101141515,4,1,90,90
20140101141515,5,-1,-1,-1
20140101141515,6,-1,-1,-1
20140101141515,7,-1,-1,-1
20140101141515,8,-1,-1,-1
20140101141515,9,-1,-1,-1
20140101141515,10,-1,-1,-1
20140101141515,11,-1,-1,-1
20140101141515,12,-1,-1,-1
20140101141515,13,-1,-1,-1
20140101141515,14,-1,-1,-1
20140101141515,15,-1,-1,-1
20140101141556,1,1,2,2
20140101141556,2,-1,-1,-1
20140101141556,3,-1,-1,-1
20140101141556,4,-1,-1,-1
20140101141556,5,-1,-1,-1
20140101141556,6,-1,-1,-1
20140101141556,7,-1,-1,-1
20140101141556,8,-1,-1,-1
20140101141556,9,-1,-1,-1
20140101141556,10,-1,-1,-1
20140101141556,11,-1,-1,-1
20140101141556,12,-1,-1,-1
20140101141556,13,-1,-1,-1
20140101141556,14,-1,-1,-1
20140101141584,1,-1,-1,-1
20140101141584,2,-1,-1,-1
20140101141584,3,-1,-1,-1
20140101141584,4,-1,-1,-1
20140101141584,5,-1,-1,-1
20140101141584,6,-1,-1,-1
20140101141584,7,-1,-1,-1
20140101141584,8,-1,-1,-1
20140101141584,9,1,15,15
20140101141584,10,-1,-1,-1
20140101141584,11,-1,-1,-1
20140101141584,12,-1,-1,-1
20140101141584,13,-1,-1,-1
20140101141584,14,-1,-1,-1
20140101141584,15,-1,-1,-1
20140101141584,16,-1,-1,-1
20140101141584,17,-1,-1,-1
20140101141584,18,-1,-1,-1
20140101141584,19,-1,-1,-1
20140101141584,20,-1,-1,-1
20140101141584,21,-1,-1,-1
20140101141584,22,-1,-1,-1
20140101141584,23,-1,-1,-1
20140101141584,24,-1,-1,-1
20140101141584,25,-1,-1,-1
20140101141584,26,-1,-1,-1
20140101141584,27,-1,-1,-1
20140101141584,28,-1,-1,-1
20140101141584,29,-1,-1,-1
20140101141584,30,-1,-1,-1
20140101141584,31,-1,-1,-1
20140101141584,32,-1,-1,-1
20140101141584,33,-1,-1,-1
20140101141584,34,-1,-1,-1
20140101141584,35,-1,-1,-1
20140101141584,36,-1,-1,-1
20140101141584,37,-1,-1,-1
20140101141584,38,-1,-1,-1
20140101141584,39,-1,-1,-1
20140101141584,40,-1,-1,-1
20140101141584,41,-1,-1,-1
20140101141629,1,-1,-1,-1
20140101141629,2,-1,-1,-1
20140101141629,3,-1,-1,-1
20140101141629,4,-1,-1,-1
20140101141629,5,-1,-1,-1
20140101141629,6,1,10,10
20140101141629,7,-1,-1,-1
20140101141629,8,1,45,45
20140101141629,9,-1,-1,-1
20140101141646,1,-1,-1,-1
20140101141646,2,-1,-1,-1
20140101141646,3,-1,-1,-1
20140101141646,4,-1,-1,-1
20140101141646,5,-1,-1,-1
20140101141646,6,-1,-1,-1
20140101141646,7,-1,-1,-1
20140101141646,8,-1,-1,-1
20140101141646,9,-1,-1,-1
20140101141646,10,-1,-1,-1
20140101141646,11,-1,-1,-1
20140101141646,12,-1,-1,-1
20140101141646,13,1,20,20
20140101141646,14,-1,-1,-1
20140101141646,15,-1,-1,-1
20140101141646,16,-1,-1,-1
20140101141646,17,-1,-1,-1
20140101141646,18,-1,-1,-1
20140101141646,19,-1,-1,-1
20140101141646,20,-1,-1,-1
20140101141646,21,-1,-1,-1
20140101141646,22,-1,-1,-1
20140101141646,23,-1,-1,-1
20140101141646,24,-1,-1,-1
20140101141646,25,-1,-1,-1
20140101141646,26,-1,-1,-1
20140101141646,27,-1,-1,-1
20140101141646,28,-1,-1,-1
20140101141646,29,-1,-1,-1
20140101141646,30,-1,-1,-1
20140101141646,31,-1,-1,-1
20140101141646,32,-1,-1,-1
20140101141646,33,-1,-1,-1
20140101141646,34,-1,-1,-1
20140101141646,35,-1,-1,-1
20140101141672,1,-1,-1,-1
20140101141672,2,-1,-1,-1
20140101141672,3,-1,-1,-1
20140101141672,4,-1,-1,-1
20140101141672,5,-1,-1,-1
20140101141672,6,1,15,15
20140101141672,7,-1,-1,-1
20140101141687,1,-1,-1,-1
20140101141687,2,-1,-1,-1
20140101141687,3,-1,-1,-1
20140101141687,4,-1,-1,-1
20140101141687,5,1,1,1
20140101141687,6,-1,-1,-1
20140101141687,7,1,1,1
20140101141687,8,-1,-1,-1
20140101141687,9,-1,-1,-1
20140101141687,10,-1,-1,-1
20140101141687,11,-1,-1,-1
20140101141690,1,-1,-1,-1
20140101141690,2,-1,-1,-1
20140101141690,3,-1,-1,-1
20140101141690,4,-1,-1,-1
20140101141690,5,-1,-1,-1
20140101141690,6,-1,-1,-1
20140101141690,7,1,10,10
20140101141690,8,-1,-1,-1
20140101141690,9,-1,-1,-1
20140101141724,1,-1,-1,-1
20140101141724,2,-1,-1,-1
20140101141724,3,-1,-1,-1
20140101141724,4,-1,-1,-1
20140101141724,5,-1,-1,-1
20140101141724,6,-1,-1,-1
20140101141724,7,-1,-1,-1
20140101141724,8,-1,-1,-1
20140101141724,9,-1,-1,-1
20140101141724,10,-1,-1,-1
20140101141724,11,-1,-1,-1
20140101141724,12,-1,-1,-1
20140101141724,13,-1,-1,-1
20140101141724,14,-1,-1,-1
20140101141724,15,1,5,5
20140101141724,16,-1,-1,-1
20140101141777,1,-1,-1,-1
20140101141777,2,-1,-1,-1
20140101141777,3,-1,-1,-1
20140101141777,4,-1,-1,-1
20140101141777,5,-1,-1,-1
20140101141777,6,-1,-1,-1
20140101141777,7,1,120,120
20140101141777,8,-1,-1,-1
20140101141777,9,-1,-1,-1
20140101141777,10,-1,-1,-1
20140101141777,11,-1,-1,-1
20140101141777,12,-1,-1,-1
20140101141777,13,-1,-1,-1
20140101141795,1,-1,-1,-1
20140101141795,2,-1,-1,-1
20140101141795,3,-1,-1,-1
20140101141795,4,-1,-1,-1
20140101141795,5,-1,-1,-1
20140101141795,6,-1,-1,-1
20140101141795,7,-1,-1,-1
20140101141795,8,1,15,15
20140101141795,9,-1,-1,-1
20140101141795,10,-1,-1,-1
20140101141795,11,-1,-1,-1
20140101141795,12,-1,-1,-1
20140101141795,13,-1,-1,-1
20140101141795,14,-1,-1,-1
20140101141795,15,-1,-1,-1
20140101141796,1,-1,-1,-1
20140101141796,2,-1,-1,-1
20140101141796,3,-1,-1,-1
20140101141796,4,1,15,15
20140101141796,5,-1,-1,-1
20140101141796,6,-1,-1,-1
20140101141796,7,-1,-1,-1
20140101141796,8,-1,-1,-1
20140101141796,9,-1,-1,-1
20140101141796,10,-1,-1,-1
20140101141796,11,-1,-1,-1
20140101141796,12,-1,-1,-1
20140101141796,13,-1,-1,-1
20140101141796,14,-1,-1,-1
20140101141796,15,-1,-1,-1
20140101141796,16,-1,-1,-1
20140101141796,17,-1,-1,-1
20140101141796,18,-1,-1,-1
20140101141796,19,-1,-1,-1
20140101141796,20,-1,-1,-1
20140101141796,21,-1,-1,-1
20140101141796,22,-1,-1,-1
20140101141817,1,-1,-1,-1
20140101141817,2,-1,-1,-1
20140101141817,3,-1,-1,-1
20140101141817,4,1,5,5
20140101141817,5,-1,-1,-1
20140101141817,6,-1,-1,-1
